audit_id,system_short,system_id,lang,id,question,question_en,reference_answer,answer_en,model_answer,mprometheus_label,mprometheus_feedback,wikititle,retrieved_titles,context_snippet,manual_label,manual_confidence,manual_notes
A016,embedding_qwen3_30b_top10,embedding_rag_qwen3_30b_a3b_e5_full_dev_retrieval_top10,uk,202,Чому Затишний проїзд у Житомирі назвали саме так?,Why was Zatyshnyi Passage in Zhytomyr named this way?,Тому що поряд знаходиться хутор Затишшя.,Because the Zatyshshia farm is located nearby.,"Затишний проїзд у Житомирі назвали саме так, тому що він виник і почав забудовуватися неподалік хутора Затишшя.",CORRECT,"The model answer provides a complete explanation for why Zatishnyi Proezd in Zhytomyr was named that way, mentioning its proximity to the village of Zatishya. This directly addresses the question asked without any contradictions or vagueness. The additional information about the road's development and construction is relevant but not essential to the core answer. The answer includes all the necessary elements from the reference (the name of the street, the city, and the reason for the name) while providing a more detailed context. So the overall score is:",Затишний_проїзд_(Житомир),1:Затишний проїзд (Житомир) (0.920) | 2:Тихий проїзд (Житомир) (0.883) | 3:Тихий провулок (Житомир) (0.875) | 4:Радомишльський проїзд (Житомир) (0.867) | 5:Зручний проїзд (Житомир) (0.867),"Затишний проїзд (Житомир): # Затишний проїзд (Житомир) Затишний проїзд — проїзд в Корольовському районі міста Житомир. ## Розташування Знаходиться на теренах Смоківки — Мар'янівки, неподалік хутора Затишшя. З'єднує Мар'янівську вулицю з 5-ю Мар'янівською лінією. ## Історія Рішенням Житомирського міськвиконкому № 309 від 29 вересня 1989 року проїзду в новому масиві на Мар'ян… || Тихий проїзд (Житомир): # Тихий проїзд (Житомир) Тихий проїзд — проїзд в Корольовському районі міста Житомира. ## Характеристики Знаходиться на Путятинці. Бере початок з вулиці Івана Мазепи. Г-подібний на плані. Прямує на північний схід, затим повертає на північний захід. Завершується виходом до вулиці Корольова. Заб…",correct,high,
A017,oracle_qwen3_30b,oracle_full_dev_qwen3_30b_a3b,cs,42,Kdo byl režisérem filmu Cesta do hlubin študákovy duše?,Who was the director of the movie Journey to the depths of a student's soul?,Martin Frič.,Martin Frič.,Režisérem filmu Cesta do hlubin študákovy duše byl Martin Frič.,CORRECT,"The model answer correctly identifies Martin Frič as the director of the film ""Cesta do hlubin študákovy duše."" It includes the full name of the director without any contradictions or omissions. The answer is semantically correct and provides the exact information requested in the question. There are no additional details that would make the answer more specific than necessary, and the inclusion of the film title is appropriate given the context. So the overall score is:",Cesta_do_hlubin_študákovy_duše,1:Cesta do hlubin študákovy duše (0.178),"Cesta do hlubin študákovy duše: Cesta do hlubin študákovy duše je česká filmová komedie. V roce 1939 ji natočil režisér Martin Frič podle stejnojmenné knižní předlohy Jaroslava Žáka. Film ukazuje komické příhody vyplývající z různosti studentů (Ladislav Pešek, Rudolf Hrušínský, František Filipovský, Richard Strejka, Vladimír Salač), jejich zájmů a libůstek na jedné straně, a jej…",correct,high,
A018,oracle_qwen3_30b,oracle_full_dev_qwen3_30b_a3b,uk,306,Вихід до скількох морів має Україна?,How many seas does Ukraine have access to?,До двох: Чорне та Азовське,Up to two: Black and Azov seas,Україна має вихід до одного моря — Чорного моря.,INCORRECT,"The model's answer is incorrect because it states that Ukraine has access to only one sea, the Black Sea, while the reference answer correctly identifies that Ukraine has access to two seas: the Black Sea and the Azov Sea. The model's omission of the Azov Sea is a significant factual error, as both bodies of water are indeed part of Ukraine's maritime borders. Therefore, the model's answer fails to provide the complete information requested in the question.",Чорне_море,1:Чорне море (0.065) | 2:Чорне море (0.065) | 3:Чорне море (0.062) | 4:Чорне море (0.062) | 5:Чорне море (0.058),"Чорне море: частину Півдня України та поширив свої володіння над Чорним морем, що й уможливило відновити українські колонізаційні заходи, зокрема простежується багато новозаснованих укріплень і митних городів над долішніми течіями Дніпра (замок Св. Івана), Дністра, Бога, порт у Хаджибеї тощо. Ці тимчасові здобутки були втрачені, коли після розпаду Золотої Орд… || Чорне море: шарі й зростає до ~22 ‰ на глибині 730 м; глибше залишається майже такою ж до самого дна. За температурним показником води моря розподіляються на два нерівні шари: верхній — до глибини приблизно 60–80 м і нижній від 80 м до самого дна, який зберігає майже незмінну температуру — близько +9 °C. Взимку температура води вер…",incorrect,high,"Incorrect. The reference answer is two seas: the Black Sea and the Azov Sea, but the model answers only the Black Sea. This is an Oracle case where the gold page is correct, but the selected chunks do not foreground the clearest answer-bearing sentence. The prompt contains only an indirect mention of the Azov Sea in a historical passage, while most retrieved Oracle chunks focus on the Black Sea itself. This shows that Oracle RAG is still limited by within-page chunk selection: the correct article can be available, but the model may fail if the relevant sentence is not salient in the selected context."
A019,embedding_qwen3_30b_top10,embedding_rag_qwen3_30b_a3b_e5_full_dev_retrieval_top10,sk,446,Kde sa začína Vrbovský kanál?,Where does the Vrbovský canal begin?,"Začína pri obci Žaluzice, na východnom Slovensku.","It begins next to the commune of Žaluzice, in Eastern Slovakia.",Vrbovský kanál sa začína sútokom dvoch zdrojníc v severnej časti poľnohospodárskeho extravilánu obce Vrbová nad Váhom.,CORRECT,"The model answer provides a more detailed description of where the Vrbovský canal starts, mentioning that it begins with two sources in the northern part of the agricultural estate of the village Vrbová nad Váhom. This additional information about the sources and the agricultural estate does not contradict the reference answer but rather provides more context. The reference answer correctly identifies the starting point as being near the village of Žaluzice, which is indeed located in the eastern part of Slovakia. The model's mention of Vrbová nad Váhom, while not directly stated in the reference, is a nearby location that could be considered equivalent in terms of geographical context. The…",Vrbovský_kanál_(prítok_Čečehovského_kanála),1:Vrbovský kanál (prítok Lándorského kanála) (0.866) | 2:Vrbovec (prítok Hrona) (0.860) | 3:Vrbovský kanál (prítok Čečehovského kanála) (0.858) | 4:Hričovský kanál (0.846) | 5:Vrbovský potok (prítok Popradu) (0.845),"Vrbovský kanál (prítok Lándorského kanála): # Vrbovský kanál (prítok Lándorského kanála) Vrbovský kanál je kanál v regióne Podunajsko na území obce Vrbová nad Váhom a mesta Komárno v okrese Komárno v Nitrianskom kraji. Nachádza sa v geomorfologickom celku Podunajská rovina. Ústi do Lándorského kanála. Má dĺžku 10,5 km. ## Začiatok Začína sa sútokom dvoch zdrojníc v severnej časti poľnohospo… || Vrbovec (prítok Hrona): # Vrbovec (prítok Hrona) Vrbovec je vodný tok vo východnej časti Podunajskej nížiny, preteká územím okresu Levice. Je to pravostranný prítok Hrona, meria 23,2 km a je tokom III. rádu. Vzniká v Hronskej pahorkatine, juhozápadne od obce Lok, pod kótou 170,5 m. Tečie viac-menej j…",uncertain,high,"Ambiguous item. There are at least two Slovak watercourses named Vrbovský kanál. The reference and gold source page refer to Vrbovský kanál, prítok Čečehovského kanála, which begins near Žaluzice/Zalužice in eastern Slovakia. The model answer instead matches Vrbovský kanál, prítok Lándorského kanála, which begins at the confluence of two source streams near Vrbová nad Váhom. The answer is factually correct for a different entity with the same name, but not for the intended CUS-QA source page. I mark this uncertain rather than simply incorrect because the bare question is ambiguous without the disambiguating page title."
A020,embedding_llama31_8b_top10,embedding_rag_llama31_8b_e5_full_dev_retrieval_top10,uk,25,На якій річці стоїть місто Житомир?,What river does the city of Zhytomyr stand on?,На річці Тетерів,On the Teteriv River,Річка Тетерів.,CORRECT,"The model's answer ""Річка Тетерів."" is semantically correct as it identifies the river that the city of Zhytomyr stands on, which is indeed the River Teteriv. The answer is concise and does not contain any contradictions or additional irrelevant information. It uses a slightly different form of the word ""river"" (""річка"" instead of ""річка""), but this is acceptable as it doesn't change the meaning. The answer is also complete, providing the exact information requested without being overly verbose or vague. So the overall score is:",Житомир,1:Житомир (0.878) | 2:Житомир (0.870) | 3:Житомир (0.870) | 4:Житомир (0.870) | 5:Житомир (0.870),"Житомир: # Житомир Житомир (МФА: [ʒeˈtɔmer] ( прослухати)) — місто на Півночі України, адміністративний центр Житомирської області та Житомирського району, центр Житомирської міської громади. Населення — 261,6 тис. осіб (01.01.2022), територія — 61 км². Місто поділяється на Богунський та Корольовський райони. Житомир є важливим транспортним вузлом: через м… || Житомир: # Житомир Житомир (МФА: [ʒeˈtɔmer] ( прослухати)) — місто на Півночі України, адміністративний центр Житомирської області та Житомирського району, центр Житомирської міської громади. Населення — 261,6 тис. осіб (01.01.2022), територія — 61 км². Місто поділяється на Богунський та Корольовський райони. Житомир є важливим трансп…",correct,high,
A021,embedding_tiny_aya_water_top5,embedding_rag_tiny_aya_water_e5_full_dev_retrieval_top5,sk,260,Kto sa po parlamentných voľbách 2023 stal ministrom kultúry Slovenskej republiky?,Who became the minister of culture of the Slovak Republic after the parliamentary elections of 2023?,Martina Šimkovičová,Martina Šimkovičová,Silvia Hroncová.,INCORRECT,"The model's answer is incorrect because it provides the name of Silvia Hroncová instead of Martina Šimkovičová, who was actually elected as the Minister of Culture of the Slovak Republic after the parliamentary elections in 2023. This is a direct contradiction to the factual information that needs to be provided. Therefore, the model's answer fails to meet the criteria for correctness as per the score rubric, which requires the answer to contain the same factual information as the reference, without any contradictions.",Ministerstvo_kultúry_Slovenskej_republiky,1:Ministerstvo kultúry Slovenskej republiky (0.871) | 2:2025 na Slovensku (0.852) | 3:Zuzana Čaputová (0.852) | 4:Zuzana Čaputová (0.852) | 5:Zuzana Čaputová (0.852),"Ministerstvo kultúry Slovenskej republiky: # Ministerstvo kultúry Slovenskej republiky Súradnice: 48°08′43″S 17°06′34″V﻿ / ﻿48,145272°S 17,109562°V Ministerstvo kultúry Slovenskej republiky (medzi 1. júlom 2010 a 31. októbrom 2010 Ministerstvo kultúry a cestovného ruchu Slovenskej republiky) je ústredným orgánom štátnej správy Slovenskej republiky pre oblasť kultúry. ## Pôsobnosť ministers… || 2025 na Slovensku: Pellegrini vymenoval Samuela Migaľa za ministra ministra investícií, regionálneho rozvoja a informatizácie SR.[23] - 25. marec – vláda vyhlásila mimoriadnu situáciu kvôli epidémii slintačky a krívačky.[24] - 26. marec – za predsedu Národnej rady SR bol 79 hlasmi zvolený Richard Raši…",incorrect,high,"Incorrect. The correct answer Martina Šimkovičová is present in the top-1 retrieved page/chunk: “Súčasnou ministerkou je od 25. októbra 2023 Martina Šimkovičová.” However, the prompt also includes repeated Zuzana Čaputová chunks mentioning Silvia Hroncová as minister of culture in an earlier/caretaker-government context. Tiny Aya Water appears to follow this plausible distractor instead of the question-specific 2023 post-election evidence. This is not a missing-page failure; it is an evidence-selection/distractor failure despite correct evidence being present."
A022,embedding_qwen3_30b_top10,embedding_rag_qwen3_30b_a3b_e5_full_dev_retrieval_top10,uk,313,Яка рослина є символом Київа?,What plant is the symbol of Kyiv?,Дерево каштану,Chestnut tree,Символом Києва є Архангел Михаїл.,INCORRECT,"The model's answer is incorrect because it provides a completely different symbol of Kyiv than what was asked. The question asks about a plant that serves as the symbol of Kyiv, but the model instead mentions Saint Michael the Archangel, which is not a plant and is not recognized as the city's symbol. Additionally, the model fails to mention any plant at all, which is the key element missing from its response. Therefore, the answer does not meet the criteria for being marked as correct according to the rubric.",Київ,1:Герб Києва (0.842) | 2:Київ (0.840) | 3:Перелік символів Києва (0.839) | 4:Київська міська виставка квітів (0.839) | 5:Офіційний перелік регіонально рідкісних рослин Києва (0.838),"Герб Києва: # Герб Києва Герб Ки́єва — геральдичний символ столиці України міста Києва. Чинний герб міста був затвержений та встановлений на фасаді будинку мерії 1995 року. На гербі Києва зображений срібний Архангел Михаїл із вогняним мечем та щитом, на якому є хрест, на синьому давньоруському (варязькому) щиті. Меч символізує захист, золотий хрест — символ с… || Київ: час була неофіційним народним гімном. Під час святкування Дня Києва 30 травня 2015 року на Софійській площі близько 3 тисяч учасників разом із міським головою Віталієм Кличком взяли участь у встановленні всеукраїнського рекорду із наймасовішого виконання цієї пісні. Також Києву присвячена «Пісня про Київ» заслуженого артиста…",incorrect,high,"Incorrect. This is the same failure type as A015 (tiny aya water). The correct evidence is present in the retrieved context: the Київ chunk says that the chestnut symbolizes Kyiv as a city-park. However, the top-ranked chunk Герб Києва strongly foregrounds Archangel Michael as a symbol of Kyiv, and the top-10 context also includes other city-symbol distractors. The model follows the salient general-symbol evidence and ignores the question constraint that asks specifically for a plant. This is an evidence-selection/distractor failure, not a missing-evidence failure. Even for a stronger model. "
A023,embedding_tiny_aya_water_top5,embedding_rag_tiny_aya_water_e5_full_dev_retrieval_top5,cs,374,"Kdo byl jediným českým králem, který nepocházel z panovnické dynastie?",Who was the only Czech king who did not come from a ruling dynasty?,Jiří z Poděbrad.,George of Poděbrady,"Prvním českým králem byl Vratislav II. (1061–1092), který byl korunován v roce 1085. Dědičný královský titul získal až Přemysl Otakar I. v roce 1198.",INCORRECT,"The model's answer is incorrect because it provides information about Vratislav II and Přemysl Otakar I, who were not the only Czech kings outside of the royal dynasty. The question specifically asks for the single Czech king who was not from the royal dynasty, which is Jiří z Poděbrad. The model's answer fails to mention Jiří z Poděbrad at all and instead gives details about two other kings who were part of the royal dynasty. This omission of the key fact makes the answer incomplete and therefore incorrect. So the final label is:",Jiří_z_Poděbrad,1:České království (0.836) | 2:Český král (0.836) | 3:Český král (0.832) | 4:Český král (0.830) | 5:Seznam nejdéle vládnoucích českých králů (0.829),"České království: # České království České království či Království české (německy Königreich Böhmen, latinsky Regnum Bohemiae) byl státní útvar v čele s králem na území Čech od 12. století do roku 1918. K Českému království byly v různých obdobích přidruženy další historické země, především Moravské markrabství, slezská knížectví a Lužice. Země pod vládou českého… || Český král: # Český král Český král je označení panovníků Českého království, respektive všech dědičných zemí Koruny české. Mnozí čeští králové byli současně panovníky dalších zemí (císaři Svaté říše římské, králové Polského, Uherského, či Chorvatského království, vévodové rakouských zemí – štýrští, korutanští a kraňští ad.) P…",incorrect,high,"Incorrect. The intended answer is Jiří z Poděbrad, but the retrieved context does not include the gold page Jiří_z_Poděbrad and the prompt does not contain “Jiří” or “Poděbrad.” Instead, retrieval returns broad pages about České království and Český král, with chunks discussing the first Czech kings and hereditary royal title. The model answers from this retrieved context by mentioning Vratislav II and Přemysl Otakar I. This is primarily a retrieval/chunk-selection failure: the broad page České království contains a later section on Jiří z Poděbrad, but the selected chunk does not include that answer-bearing section."
A024,oracle_qwen3_30b,oracle_full_dev_qwen3_30b_a3b,sk,74,"Ktorá hudobná skupina vydala album s názvom ""Svetlo na druhom brehu""?","Which music group released an album called ""Light on the second shore""?",Metalinda,Metalinda,Metalinda,CORRECT,"The model's answer is completely accurate and directly matches the reference answer. It correctly identifies Metalinda as the musical group that released the album ""Svetlo na druhom brehu"". There is no additional information provided that contradicts the reference, nor is there any omission of key facts. The answer is concise and to the point, providing the exact information requested without unnecessary elaboration. So the overall score is:",Svetlo_na_druhom_brehu,1:Svetlo na druhom brehu (0.157),"Svetlo na druhom brehu: Svetlo na druhom brehu je tretí album od Metalindy, vydaný v roku 1992. Pochádza z neho najznámejší hit kapely, „Slnko nevychádzaj“, ďalšie videoklipy boli natočené aj k piesňam „Angie“ a „Tak aspoň chvíľu to so mnou skús“. Po vydaní albumu nahradil Matina Cepku Márius Bartoň. == Zoznam skladieb == Texty okrem uvedených napísal Pavol Jursa, hudbu…",correct,high,
A025,embedding_tiny_aya_water_top5,embedding_rag_tiny_aya_water_e5_full_dev_retrieval_top5,cs,265,Jak vysoká je hora Plechý nacházející se v Šumavském pohoří?,How high is the Plechý mountain belonging to the Šumava mountain range?,1378 m.,1378 m.,"Plechý je nejvyšší hora v Šumavském pohoří, nacházející se na česko-rakouské hranici.",INCORRECT,"The model answer provides additional information about Plechý being the highest mountain in the Šumavské pohoří range and its location at the Czech-Austrian border. While this extra context is not directly asked for in the question, it doesn't contradict any facts and is relevant to the geographical context of the mountain. However, the model answer fails to provide the specific height of the mountain, which was the core request in the question. The question specifically asks for the height of the mountain, and while the model answer gives some related information, it omits the crucial numerical fact that was asked for. Therefore, the model answer is not fully correct because it does not pr…",Plechý,1:Plechý (0.884) | 2:Národní park Šumava (0.863) | 3:Národní park Šumava (0.857) | 4:Plechý (0.857) | 5:Plechowa Góra (0.851),"Plechý: # Plechý Plechý (německy Plöckenstein) je 1378 m vysoká hora ležící v pohoří Šumava na česko-rakouské hranici. Je pátým nejvyšším vrcholem na Šumavě, nejvyšším vrcholem české i rakouské části Šumavy a zároveň i nejvyšším vrcholem Jihočeského kraje a hornorakouského Mühlviertelu. Zároveň je devátou nejizolovanější českou horou. Severní svahy Pleché… || Národní park Šumava: # Národní park Šumava Národní park Šumava (NPŠ) je národní park v Česku. Vyhlášen byl v roce 1991. Jeho rozloha činí 685 km² a je tak největším českým národním parkem. Chráněné území zahrnuje pohoří Šumava na jihozápadě Čech, podél česko-německé státní hranice. Hlavním předmětem ochrany jsou jedinečná, nerušeně se…",incorrect,high,"Incorrect. The correct height, 1378 m, is clearly present in the top retrieved chunk: “Plechý ... je 1378 m vysoká hora,” and it also appears in other retrieved Šumava chunks. The model gives true related information about Plechý being the highest mountain in the Šumava range and lying on the Czech-Austrian border, but it omits the numeric height that the question asks for. This is not a retrieval failure; it is an answer-extraction failure where Tiny Aya fails to return the specific requested value despite the evidence being present."
A026,embedding_qwen3_30b_top10,embedding_rag_qwen3_30b_a3b_e5_full_dev_retrieval_top10,sk,173,Ktorá spisovateľka mala pseudonym Ivo Medin?,Which writer had the pseudonym Ivo Medin?,Mária Rázusová-Martáková,Mária Rázusová-Martáková,Eva Borušovičová mala pseudonym Ivo Medin.,INCORRECT,"The model's answer is incorrect because it provides a different author name than the reference. While Eva Borušovičová is indeed a writer, she did not have the pseudonym Ivo Medin. The reference answer correctly identifies Mária Rázusová-Martáková as the author with that pseudonym. The model's answer fails to match the factual information provided in the reference, thus it does not meet the criteria for correctness based on the scoring rubric.",Mária_Rázusová-Martáková,1:Maxim E. Matkin (0.838) | 2:Maxim E. Matkin (0.838) | 3:Mária Rázusová-Martáková (0.838) | 4:Ivona Krajčovičová (0.831) | 5:Ivona Krajčovičová (0.828),"Maxim E. Matkin: # Maxim E. Matkin Maxim E. Matkin je umelecký pseudonym slovenskej spisovateľky Evy Borušovičovej. Okrem jej vydaných románov a zbierky článkov je v rôznych časopisoch možné zhliadnuť jej psychologické poradne. ## Dielo - 2002 – Polnočný denník (Slovart, ISBN 80-7145-671-3) - 2004 – Láska je chyba v programe (Slovart, ISBN 80-7145-925-9) - 2005 –… || Maxim E. Matkin: # Maxim E. Matkin Maxim E. Matkin je umelecký pseudonym slovenskej spisovateľky Evy Borušovičovej. Okrem jej vydaných románov a zbierky článkov je v rôznych časopisoch možné zhliadnuť jej psychologické poradne. ## Dielo - 2002 – Polnočný denník (Slovart, ISBN 80-7145-671-3) - 2004 – Láska je chyba v programe (S…",incorrect,high,"Incorrect. The correct evidence is present at rank 3: the Mária Rázusová-Martáková chunk states that her pseudonyms include Ivo Medin. However, ranks 1 and 2 are Maxim E. Matkin chunks saying that Maxim E. Matkin is the pseudonym of writer Eva Borušovičová. The model follows this higher-ranked pseudonym distractor and incorrectly combines Eva Borušovičová with the question’s pseudonym Ivo Medin. This is a retrieval-ranking/evidence-selection failure: the answer-bearing page is present, but a semantically similar top-ranked distractor dominates the generation."
A027,embedding_llama31_8b_top10,embedding_rag_llama31_8b_e5_full_dev_retrieval_top10,cs,102,Uveďte jméno největší a nejobsáhlejší české fyzické encyklopedie:,Name the largest and most comprehensive Czech material encyclopedia:,Ottův slovník naučný,Otto's dictionary,"Největší a nejobsáhlejší česká fyzická encyklopedie je Malá československá encyklopedie, která obsahuje asi 110 000 hesel a vyšla v šesti svazcích v letech 1984–1987.",INCORRECT,"The model's answer is incorrect because it provides information about the ""Malá československá encyklopedie,"" which is not the correct answer to the question asked. The question specifically asks for the name of the largest and most comprehensive Czech physical encyclopedia, and the reference answer correctly identifies ""Ottův slovník naučný"" as the answer. The model's answer includes additional details about the number of entries and publication years, but these facts are irrelevant since the encyclopedia mentioned is not the correct one. Therefore, despite the extra context being harmless, the inclusion of the wrong encyclopedia title makes the answer incorrect. So the overall score is:",Ottův_slovník_naučný,1:Seznam českých encyklopedií (0.853) | 2:Všeobecná encyklopedie v osmi svazcích (0.852) | 3:Vladimír Malíšek (0.850) | 4:Josip Kleczek (0.850) | 5:Masarykův slovník naučný (0.850),"Seznam českých encyklopedií: | | | Malá československá encyklopedie | 1984–1987 | 6 svazků | 110 000 | | | Encyklopedický slovník | 1993 | 1 svazek, 1456 stran | 30, 35 a 45 tisíc | Připravil Encyklopedický ústav Československé akademie věd. Vydal Encyklopedický dům a Odeon. Další vydání: Třísvazková Ilustrovaná encyklopedie (1995), Česká multimediální encyklopedie (1995, na… || Všeobecná encyklopedie v osmi svazcích: # Všeobecná encyklopedie v osmi svazcích Všeobecná encyklopedie v osmi svazcích, zvaná též Encyklopedie Diderot, je česká encyklopedie o rozsahu osmi svazků, která obsahuje přibližně 100 000 hesel a 8 000 převážně barevných ilustrací, map, grafů a tabulek. Vyšla v roce 1999 v…",incorrect,high,"Incorrect. The intended answer is Ottův slovník naučný. The retrieved context includes the correct source page Seznam českých encyklopedií, but the top-ranked chunk foregrounds a later table row for Malá československá encyklopedie with 110,000 entries and 6 volumes. The correct row for Ottův slovník naučný appears lower in the prompt at rank 6 and lists 28 volumes and 140,000–186,000 entries. The model selects the salient top-ranked but wrong table row. This is a table-structure/ranking failure: the evidence is available, but the chunked plain-text table makes the comparison hard and the correct row is not prominent."
A028,embedding_qwen3_30b_top10,embedding_rag_qwen3_30b_a3b_e5_full_dev_retrieval_top10,uk,290,"Хто є композитором всесвітньо-відомої української щедрівки ""Щедрик""(Carol of the Bells)?",Who is the composer of the world-famous Ukrainian carol Carol of the Bells?,Микола Леонтович,Mykola Leontovych,"Композитором всесвітньо-відомої української щедрівки ""Щедрик"" (Carol of the Bells) є Микола Леонтович.",CORRECT,"The model answer correctly identifies Nikolay Leontovich as the composer of the world-famous Ukrainian carol ""Shchedryk"" (""Carol of the Bells""). It includes all the necessary information without any contradictions or vagueness. The answer is semantically correct and provides the exact name of the composer, which matches the reference answer. The inclusion of the alternative English title ""Carol of the Bells"" is a relevant addition that enhances the answer's completeness without altering its accuracy. So the overall score is:",Щедрик_(Леонтович),1:Carol of the Bells (0.892) | 2:Щедрик (Леонтович) (0.883) | 3:Щедрик (Леонтович) (0.839) | 4:Щедрик (Леонтович) (0.839) | 5:Леонтович Микола Дмитрович (0.832),"Carol of the Bells: # Carol of the Bells «Carol of the Bells» — популярна різдвяна пісня на музику українського композитора Миколи Леонтовича, створена в 1914 році (третя версія) на слова Петра Вільговського. За основу взята українська народна щедрівка Щедрик. Слова Вільговського захищені авторським правом (Carl Fischer Music), музика є суспільним надбанням. ## Перед… || Щедрик (Леонтович): # Щедрик (Леонтович) «Ще́дрик» — всесвітньо відомий твір для хору українського композитора Миколи Леонтовича, створений на початку XX століття. Після гастролей хору Олександра Кошиця в країнах Європи у 1919 році (Чехословаччина, Австрія, Швейцарія, Франція, Бельгія, Нідерланди, Велика Британія, Німеччина…",correct,high,
A029,embedding_tiny_aya_water_top5,embedding_rag_tiny_aya_water_e5_full_dev_retrieval_top5,sk,278,Ktorý okres na Slovensku je najväčší?,Which Slovakian district is the largest?,Okres Levice.,Levice district.,Najväčší okres na Slovensku je okres Bratislava I.,INCORRECT,"The model's answer is incorrect because it provides the wrong information about the largest district in Slovakia. While it correctly identifies that Bratislava I is a district, it incorrectly states that it is the largest district. In reality, the largest district in Slovakia is Levice. The model's answer includes a factual element (Bratislava I being a district) but fails to provide the correct information regarding its size. So the overall score is:",Levice_(Slovensko),"1:Okres (Slovensko) (0.874) | 2:Bratislavský kraj (0.858) | 3:Mestský okres (Slovensko) (0.853) | 4:Okres (Slovensko) (0.850) | 5:Okres (Slovensko, 1940 – 1945) (0.849)","Okres (Slovensko): # Okres (Slovensko) Okres je druhá najmenšia administratívna jednotka Slovenska. Je väčšia ako obec a menšia ako kraj. V súčasnosti je na Slovensku 79 okresov, pričom hlavné mesto Bratislava, je rozdelené na päť okresov a Košice na štyri okresy. ## Charakteristika Viac okresov tvorí kraj. Pre funkciu slovenských okresov v 21. storočí platí: - Okre… || Bratislavský kraj: # Bratislavský kraj Bratislavský kraj je kraj na západe Slovenska. Najväčším mestom kraja je hlavné mesto Bratislava. Jeho územie je zároveň územím Bratislavského samosprávneho kraja a zároveň oblasťou RŠÚJ 2 (región NUTS 2) SK01. ## Okresy - Okres Bratislava I - Okres Bratislava II - Okres Bratislava III…",incorrect,high,
A030,oracle_qwen3_30b,oracle_full_dev_qwen3_30b_a3b,sk,90,V ktorom storočí postavili Pezinský zámok?,In which century was Pezinok castle built?,v 13. storočí,in the 13th century,16. storočí,INCORRECT,"The model's answer of ""16. storočí"" (16th century) is incorrect as it contradicts the historical fact that Pezinský zámok was built in the 13th century, not the 16th. This directly opposes the information provided in the reference answer which correctly states the 13th century. Therefore, the model's response fails to provide the accurate historical period during which the castle was constructed. The model's answer introduces a completely different time frame, which is not supported by any historical evidence related to the construction of Pezinský zámok. This error leads to a significant deviation from the factual answer needed to address the question accurately. So the overall score is:",Pezinský_zámok,1:Pezinský zámok (0.221) | 2:Pezinský zámok (0.188),"Pezinský zámok: Pezinský zámok (iné názvy: Zámok Pezinok, Šimák Zámok Pezinok) je renesančný zámok neďaleko centra mesta v Zámockom parku, ktorý bol pôvodne stredoveké sídlo s opevnením pomocou vodných zdrojov – vodný hrad. == Poloha == Na juhovýchodnom úpätí pohoria Malé Karpaty, v meste Pezinok (152 m n. m.). == Dejiny == Už pred rokom 1271 v Pezinku postavili… || Pezinský zámok: najmä po r. 1875, keď časť hradu úplne prestavali na romantickú stavbu. Až po týchto úpravách hradu na pánske sídlo sa potlačil fortofikačný (obranný) ráz hradu. V tomto čase upravili aj záhradu okolo zámku na anglický park s vzácnymi stromami. V roku 1875 oheň zničil severnú hospodársku časť zámku. Koncom 19. st…",incorrect,high,"Incorrect. The correct evidence is present in the Oracle chunk: “Už pred rokom 1271 v Pezinku postavili hrad,” which implies the 13th century. The model answers 16th century, likely confusing the current Renaissance castle/reconstruction framing with the original medieval construction date. This is not a retrieval failure; it is a temporal interpretation failure where the model does not convert the pre-1271 evidence into the requested century and may conflate original construction with later architectural style."
